Class,File,Duration (s),Sample Rate,Channels
Belly or Physical pain,D3_Belly_or_Physical_pain_0342.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0343.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0344.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0345.wav,3.84,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0346.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0347.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0348.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0349.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0350.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0351.wav,3.87,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0352.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0353.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0354.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0355.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0356.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0357.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0358.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0359.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0360.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0361.wav,6.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0362.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0363.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0364.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0365.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0366.wav,3.21,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0367.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0368.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0369.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0370.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0371.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0372.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0373.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0374.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0375.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0376.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0377.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0378.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0379.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0380.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0381.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0382.wav,3.12,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0383.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0384.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0385.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0386.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0387.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0388.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0389.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0390.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0391.wav,3.72,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0392.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0393.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0394.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0395.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0396.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0397.wav,6.84,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0398.wav,3.72,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0399.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0400.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0401.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0402.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0403.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0404.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0405.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0406.wav,6.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0407.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0408.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0409.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0410.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0411.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0412.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0413.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0414.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0415.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0416.wav,6.87,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0417.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0418.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0419.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0420.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0421.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0422.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0423.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0424.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0425.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0426.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0427.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0428.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0429.wav,3.75,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0430.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0431.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0432.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0433.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0434.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0435.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0436.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0437.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0438.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0439.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0440.wav,3.72,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0441.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0442.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0443.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0444.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0445.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0446.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0447.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0448.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0449.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0450.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0451.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0452.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0453.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0454.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0455.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0456.wav,3.03,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0457.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0458.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0459.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0460.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0461.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0462.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0463.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0464.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0465.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0466.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0467.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0468.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0469.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0470.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0471.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0472.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0473.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0474.wav,3.51,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0475.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0476.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0477.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0478.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0479.wav,3.72,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0480.wav,1.35,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0481.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0482.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0483.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0484.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0485.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0486.wav,3.87,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0487.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0488.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0489.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0490.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0491.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0492.wav,6.03,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0493.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0494.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0495.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0496.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0497.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0498.wav,3.78,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0499.wav,3.6,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0500.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0501.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0502.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0503.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0504.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0505.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0506.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0507.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0508.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0509.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0510.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0511.wav,6.96,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0512.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0513.wav,3.69,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0514.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0515.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0516.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0517.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0518.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0519.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0520.wav,7.02,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0521.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0522.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0523.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0524.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0525.wav,6.84,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0526.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0527.wav,2.85,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0528.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0529.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0530.wav,7.02,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0531.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0532.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0533.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0534.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0535.wav,1.59,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0536.wav,3.75,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0537.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0538.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0539.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0540.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0541.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0542.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0543.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0544.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0545.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0546.wav,3.21,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0547.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0548.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0549.wav,3.6,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0550.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0551.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0552.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0553.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0554.wav,3.87,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0555.wav,3.96,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0556.wav,1.35,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0557.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0558.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0559.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0560.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0561.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0562.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0563.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0564.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0565.wav,3.12,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0566.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0567.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0568.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0569.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0570.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0571.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0572.wav,1.62,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0573.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0574.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0575.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0576.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0577.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0578.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0579.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0580.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0581.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0582.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0583.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0584.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0585.wav,6.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0586.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0587.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0588.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0589.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0590.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0591.wav,3.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0592.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0593.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0594.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0595.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0596.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0597.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0598.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0599.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0600.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0601.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0602.wav,1.35,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0603.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0604.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0605.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0606.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0607.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0608.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0609.wav,6.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0610.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0611.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0612.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0613.wav,3.75,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0614.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0615.wav,3.42,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0616.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0617.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0618.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0619.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0620.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0621.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0622.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0623.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0624.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0625.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0626.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0627.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0628.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0629.wav,3.81,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0630.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0631.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0632.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0633.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0634.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0635.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0636.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0637.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0638.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0639.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0640.wav,3.84,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0641.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0642.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0643.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0644.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0645.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0646.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0647.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0648.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0649.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0650.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0651.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0652.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0653.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0654.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0655.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0656.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0657.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0658.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0659.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0660.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0661.wav,3.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0662.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0663.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0664.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0665.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0666.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0667.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0668.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0669.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0670.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0671.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0672.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0673.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0674.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0675.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0676.wav,1.44,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0677.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0678.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0679.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0680.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0681.wav,3.99,16000,1
